"","RMSE","MaxE","iterations","size","train_set"
"1",0.0422541410429213,0.137219232853805,"5","28","1"
"2",0.0442156132295327,0.138069707078293,"10","28","1"
"3",0.0418695527130112,0.129689614133086,"15","28","1"
"4",0.0401307303514447,0.122557187348356,"20","28","1"
"5",0.0380834253484074,0.113396482361787,"5","29","1"
"6",0.0393708016933851,0.12080922533786,"10","29","1"
"7",0.0389485211301404,0.118494690747585,"15","29","1"
"8",0.0388584769711232,0.116608909081997,"20","29","1"
"9",0.0412048381194683,0.122645390043846,"5","30","1"
"10",0.038321118127856,0.119949358590728,"10","30","1"
"11",0.03865966763455,0.116247966394161,"15","30","1"
"12",0.038270881178172,0.114629745367443,"20","30","1"
"13",0.0393963699010405,0.11706254527592,"5","31","1"
"14",0.0373522176878765,0.116839553550313,"10","31","1"
"15",0.0373375172865293,0.113061107340376,"15","31","1"
"16",0.0373770058966419,0.111540325494676,"20","31","1"
"17",0.0356825572639277,0.108497537600874,"5","32","1"
"18",0.0350501998036339,0.110465420668613,"10","32","1"
"19",0.034481208591101,0.105172249529845,"15","32","1"
"20",0.0345586860242271,0.104575856765931,"20","32","1"
"21",0.0357198903537848,0.107530817929329,"5","33","1"
"22",0.0342433566541995,0.104559879627109,"10","33","1"
"23",0.0347735615444383,0.1042202500266,"15","33","1"
"24",0.0346875778470876,0.103664160442958,"20","33","1"
"25",0.0321632119099807,0.102324851570298,"5","34","1"
"26",0.0321818033689253,0.101385378411991,"10","34","1"
"27",0.0327934345055329,0.102131390895178,"15","34","1"
"28",0.0317793834505058,0.0993817947930145,"20","34","1"
"29",0.029038688474089,0.0945912617464499,"5","35","1"
"30",0.0302835261008343,0.0951107979630467,"10","35","1"
"31",0.0310658161087537,0.0971505940989945,"15","35","1"
"32",0.0303829517659866,0.0954900968193184,"20","35","1"
"33",0.0300082929130408,0.0943531242029142,"5","36","1"
"34",0.0302260453163546,0.0937073988720785,"10","36","1"
"35",0.0301563651787366,0.0940394397427013,"15","36","1"
"36",0.0309166833047256,0.0955452581520196,"20","36","1"
"37",0.031308467288887,0.0954535637681802,"5","37","1"
"38",0.0308953381984606,0.094319297324921,"10","37","1"
"39",0.0310118671703307,0.0943167013537136,"15","37","1"
"40",0.0308473404010906,0.0947956169112114,"20","37","1"
"41",0.0296261781143251,0.0913938985227493,"5","38","1"
"42",0.0294462822892458,0.089773012895744,"10","38","1"
"43",0.0299263485233773,0.0908839177692068,"15","38","1"
"44",0.0297839509724032,0.0912006258844357,"20","38","1"
"45",0.0225917481079077,0.072326095081699,"5","39","1"
"46",0.0254194539552532,0.0789049065790227,"10","39","1"
"47",0.0266765643093964,0.0831586563348459,"15","39","1"
"48",0.0269209617751943,0.0844770874720234,"20","39","1"
"49",0.0318795434363668,0.112706359578655,"5","28","2"
"50",0.0278902470855227,0.0960136918254045,"10","28","2"
"51",0.0285004241368335,0.0980118465962327,"15","28","2"
"52",0.0272722691340192,0.0949942360349333,"20","28","2"
"53",0.0275275772396359,0.0955844119268688,"5","29","2"
"54",0.0250405083850432,0.0830312218324565,"10","29","2"
"55",0.0244300144963717,0.085330964345099,"15","29","2"
"56",0.0248487132314904,0.0876461604066566,"20","29","2"
"57",0.0246219503698719,0.0749077225926071,"5","30","2"
"58",0.0219268528892335,0.0710752737493602,"10","30","2"
