"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","y"
0.52511,0.10502,0.57078,0.26484,0.05023,0.78082,0.35616,0.78539,0.47945,0.00913,0.39726,998.992480342166
0.2968,0.81279,0.19635,0.87215,0.80822,0.03653,0.63927,0.07306,0.40183,0.78539,0.3516,1017.86282787651
0.40183,0.13242,0.96347,0.47489,0.51598,0.06393,0.51598,0.31507,0.49315,0.26027,0.77626,1520.53004910159
0.03653,0.0274,0.2968,0.77169,0.98174,0.36986,0.38813,0.05479,0.59361,0.34247,0.01826,1086.07985769439
0.24201,0.56164,0.92237,0.16438,0.94977,0.50228,0.17352,0.42466,0.50685,0.18265,0.25114,1301.93737608892
0.55708,0.26484,0.10502,0.36073,0.93151,0.58447,0.36986,0.33333,0.36986,0.21005,0.87671,570.461487775111
0,0.55251,0.6621,0.90411,0.44292,0.39726,0.24201,0.19635,0.42466,0.57991,0.80822,1866.7577876497
0.61187,0.69863,0.84475,0.84018,0.94064,0.621,0.92237,0.08219,0.80365,0.06849,0.78995,1243.43011633083
0.65753,0.47945,0.27397,0.41096,0.60274,0.69406,0.7032,0.60731,1,0.54795,0.14155,933.549166605639
0.46119,0.9863,0.60731,0.59817,0.88128,0.6895,0.56164,0.92694,0.10046,0.02283,0.57078,1173.1390457357
0.71689,0.14612,0.51598,0.20091,0.65753,0.86758,0.63014,0.83105,0.84018,0.41096,0.88128,1056.98108797926
0.7032,0.7032,0.60274,0.73516,0.10502,0.31963,0.72603,0.22374,0.9726,0.19635,0.96804,1364.48468344867
0.20091,0.90868,0.30137,0.08676,0.84932,0.86301,0.23744,0.31963,0.14155,0.05936,0.16895,859.118679706467
0.3516,0.26027,0.73516,0.66667,0.32877,0.97717,0.57991,0.57078,0.84932,0.49772,0.93607,1585.49142459642
0.93151,0.23744,0.31507,0.38356,0.77626,0.16895,0.59817,0.01826,0.79452,0.01826,0.71233,806.309272380032
0.59361,0.44749,0.04566,0.53881,0.64384,0.43836,0.85388,0.0137,0.73973,0.12329,0.44749,440.567120285278
0.0274,0.52511,0.15982,0.3105,0.48402,0.68037,0.3242,0.80822,0.75799,0.20091,0.07763,933.887423267491
0.15982,0.13699,0.86301,0.31963,0.31507,0.40183,0.89498,0.49772,0.6621,0.52055,0.21918,1757.357434931
0.84475,0.68493,0.11416,0.92237,0.04566,0.51142,0.10046,0.63014,0.26484,0.49315,0.32877,690.580466006934
0.69406,0.82192,0.29224,0.50685,0.44749,0.93607,0.27854,0.52055,0.3242,1,0.55708,1005.44000966034
0.49772,0.47489,0.83105,0.6758,0.15068,0.82192,0.99087,0.16438,0.12785,0.32877,0.62557,1511.42275334769
0.16895,0.03196,0.05479,0.71689,0.76712,0.74886,0.27397,0.11872,0.85388,0.16895,0.3242,540.744020723239
0.19178,0.83105,0.94521,0.58447,0.24658,0.21461,0.34703,0.59817,0.78995,0.96347,0.83562,2219.26697180594
0.08676,0.3653,0.42466,0.10502,0.56621,0.55251,0.98174,0.78082,0.87671,0.73059,0.89498,1372.91029363065
0.26484,0.93607,0.79452,0.3379,0.43379,0.02283,0.48858,0.61644,0.62557,0.00457,0.74886,1429.06967092425
0.42466,0.48858,0.86758,0.06849,0.79452,0.08676,0.02283,0.65297,0.90411,0.20548,0.82648,1307.41858463617
0.0137,0.75342,0.82648,0.51598,0.55251,0.12329,0.75342,0.48402,0.83105,0.89498,0.69863,2040.70869266982
0.04566,0.79452,0.35616,0.61187,0.3242,0.24658,0.99543,0.32877,0.23288,0.84932,0.52511,1510.50067182169
0.73516,0.72603,0.80365,0.41553,0.86758,0.99543,0.00913,0.20091,0.68037,0.3105,0.35616,918.866669154164
0.84018,0.12785,0.0411,0.11416,0.83105,0.64384,0.3105,0.90411,0.81735,0.621,0.26484,368.193183528814
0.77169,0.91781,0.44292,0.26027,0.63014,0.08219,0.65297,0.51142,0.78082,0.33333,0.29224,1105.72810147919
0.57534,0.6484,0.31963,0.49315,0.24201,0.6758,0.13242,0.24658,0.94064,0.6484,0.30594,1069.57714867675
0.50685,0.78082,0.9863,0.0411,0.6347,0.63927,0.06393,0.41553,0.59817,0.70776,0.93151,1433.49772716328
0.36073,0.16438,0.45662,0.57991,0.40639,0.66667,0.96347,0.00913,0.45662,0.16438,0.54795,1200.19580026811
0.9863,0.28767,0.71689,0.22831,0.02283,0.68493,0.86301,0.3242,0.02283,0.72603,0.68493,1211.57099588994
0.68037,0.52055,0.81279,0.10959,0.62557,0.38356,0.54795,0.27854,0.23744,0.09132,0.99543,1130.64800406097
0.6758,0.61644,0.58904,0.96347,0.75799,0.9726,0.9863,0.71233,0.91781,0.43379,0.77169,1349.39224552271
0.58904,0.96347,0.68037,0.76256,0.49772,0.00457,0.54338,0.52968,0.54338,0.79452,0.89041,1725.36277558648
0.95434,0.57534,0.57534,0.50228,0.69863,0.73059,0.21918,0.34703,0.64384,0.30137,0,768.494020778747
0.66667,0.39726,0,0.76712,0.30594,0.89954,0.14612,0.91781,0.48402,0.94064,0.6347,288.072510494427
0.87671,0.26941,0.85388,0.89498,0.73059,0.70776,0.49772,0.25571,0.77169,0.97717,0.17352,1248.56041511839
0.43836,0.75799,0.46575,0.18721,0.21005,0.76256,0.90868,0.6347,0.9589,0.68493,0.06393,1314.68227988874
0.99543,0.22831,0.96804,0.55251,0.19178,0.27854,0.70776,0.6484,0.6484,0.43836,0.26941,1215.90725933076
0.51598,0.15525,0.42009,0.90868,0.84475,0.0137,0.71233,0.95434,0.31963,0.24201,0.64384,1273.59908380747
0.70776,0.3105,0.22831,0.37443,0.55708,0.74429,0.05936,0.57534,0.30594,0.83562,0.27397,797.206882630942
0.59817,0.57991,0.17808,0.21005,0.86301,0.17352,0.26941,0.45205,0.99087,0.91781,0.40639,815.284914709733
0.90868,0.59817,0.99543,0.26941,0.40183,0.59361,0.77169,0.58447,0.53425,0.75799,0.16438,1344.42688687718
0.41553,0.69406,0.14612,0.52511,0.28311,0.96347,0.16895,0.78995,0.61644,0.80822,0.48858,869.441240162618
0.84932,0.38356,0.40639,0.22374,0.42922,0.42009,0.73973,0.03653,0.12329,0.81735,0.92694,1035.3385278167
0.6347,0.00457,0.55708,0.56621,0.52511,0.60274,0.61187,0.89498,0.26941,0.91324,0.20091,1166.1198345485
0.18265,0.61187,0.39726,0.0274,0.81279,0.44749,0.57078,0.18265,0.47489,0.86758,0.6895,1110.97671454991
0.3379,0.31507,0.83562,0.94977,0.25571,0.05479,0.25114,0.89954,0.0411,0.19178,0.89954,1634.36182488629
0.47032,0.51142,0.97717,0.72603,0.03653,0.15068,0.89041,0.76256,0.41096,0.64384,0.86758,2012.1024732303
0.72603,0.0411,0.6895,0.28767,0.59361,0.05936,0.9589,0.3516,0.15982,0.94977,0.45662,1420.89204888318
0.22374,0.92694,0.65753,0.69863,0.37443,0.6484,0.84932,0.84932,0.24658,0.88584,0.34703,1926.15291305559
0.91781,0.46119,0.78539,0.78539,0.57078,0.42466,0.93151,0.41096,0.33333,0.40639,0.31963,1279.05021904533
0.621,0.34703,0.61644,0.07763,0.18265,1,0.28311,0.59361,0.47032,0.37443,0.46119,1038.10404582129
0.89041,0.34247,0.95434,0.42466,0.06393,0.91324,0.62557,0.36073,0.3516,0.08219,0.59361,928.182569965972
0.3105,0.68037,0.6758,0.56164,0.42009,0.84018,0.81279,0.43836,0.77626,0.63014,0.0137,1600.72222294051
0.86301,0.88584,0.73973,0.95434,0.81735,0.3516,0.94064,0.46575,0.52511,0.2968,0.49315,1309.96840228728
0.6484,0.18721,0.09132,0.0137,0.00913,0.41553,0.82192,0.57991,0.89041,0.31963,0.56621,590.937774205794
0.75342,0.39269,0.48402,0.65297,0.38356,0,0.379,0.42009,0.93151,0.56164,0.68037,1345.94866364096
0.16438,0.36986,0.26484,0.45662,0.03196,0.03196,0.17808,0.27397,0.56621,0.41553,0.53881,1180.36985124606
0.57078,0.87671,0.71233,0.09589,0.41096,0.49772,0.45662,0.66667,0.83562,0.55708,0.36073,1357.00696027853
0.47945,0.27854,0.91324,0.10046,0.11416,0.22831,0.11872,0.47032,0.6347,0.15525,0.14612,1264.85845835334
0.45662,0.86758,0.10046,0.82648,0.57991,0.31507,0.25571,0.9863,0.76712,0.76256,0.73973,870.415249855489
0.94064,0.88128,0.26027,0.54795,0.3105,0.14612,0.55251,0.83562,0.34247,0.17808,0.76712,954.845919907009
0.82192,0.89954,0.09589,0.58904,0.47945,0.90411,0.03653,0.48858,0.96804,0.40183,0.12785,519.107753245674
0.18721,0.76256,0.88584,0.38813,0.49315,0.80822,0.20548,0.77169,0.05936,0.50228,0.46575,1666.71697557764
0.35616,0.57078,0.13699,0.2968,0.07306,0.36073,0.0274,0.53881,0.10502,0.65753,0.7032,775.965005559097
0.32877,0.76712,0.05936,0.68037,0.68493,0.49315,0.68493,0.36986,0.46575,0.80365,0.82192,604.974381592527
0.51142,0.35616,0.69863,0.54338,0.10046,0.72603,0.31507,1,0.22831,0.51598,0.71689,1451.36479067449
0.80365,0.94064,0.93151,0.48858,0.89954,0.3653,0.26484,0.08676,0.19635,0.84018,0.19635,1358.97715043707
0.48858,0.40183,0.34703,0.51142,0.72603,0.51598,0.94977,0.85388,0.9863,0.10046,0.84018,1119.72835792546
0.52055,0.80822,0.15525,0.43836,0.19635,0.07306,0.43379,0.18721,0.87215,0.12785,0.20548,775.069696177227
0.6621,0.10959,0.37443,0.52968,0.96804,0.3379,0.59361,0.38356,0.03653,0.6895,0.34247,1038.19189238327
0.33333,0.87215,0.38813,0.19635,0.09589,0.92694,0.86758,0.14612,0.60274,0.03196,0.27854,1068.38167241284
0.96347,0.02283,0.36986,0.3242,0.23288,0.10502,0.09132,0.74429,0.17808,0.79909,0.65753,947.89072350533
0.43379,0.3379,0.25114,0.78995,0.90411,0.56621,0.85845,0.47489,0.15068,0.60731,0.96347,1063.93396767742
0.26027,0.37443,0.52055,0.03196,0.27854,0.11872,0.69406,0.3379,0.75342,0.66667,0.3653,1367.0521133895
0.44292,0.42009,0.94977,0.30137,0.61644,0.48402,0.39269,0.71689,0.7032,0.90868,0.51598,1704.13672758124
0.92694,0.49772,0.08676,0.28311,0.88584,0.96804,0.46119,0.22831,0.45205,0.71233,0.05023,411.482652361653
0.62557,0.6347,0.24658,0.31507,0.83562,0.82648,0.6621,0.0274,0.22374,0.98174,0.86301,840.206735268408
0.96804,0.77169,0.66667,0.83105,0.82648,0.94521,0.38356,0.61187,0.11872,0.15982,0.41553,821.850772627998
0.67123,0.25571,0.48858,0.15982,0.05479,0.07763,0.47945,0.09132,0.6758,0.75342,0.49772,1260.05023046181
0.61644,0.04566,0.3105,0.24201,0.46575,0.50685,0.79452,0.17352,0.65297,0.22831,1,898.890431498473
0.94977,0.47032,0.49772,0.99087,0.43836,0.30594,0.05479,0.3105,0.86301,0.88128,0.59817,1252.52708799763
0.05479,0.60731,0.50685,0.88584,0.52055,0.52511,0.34247,0.93607,0.63014,0.63927,0.45205,1770.83380057927
0.82648,0.45662,0.90868,0.87671,0.22831,0.18265,0.80365,0.99087,0.46119,0.56621,0.51142,1604.91978081636
0.71233,0.63927,0.12329,0.79452,0.33333,0.13242,0.44749,0.9726,0.73059,0.29224,0.60274,861.881811351491
0.23744,0.71689,0.0274,0.96804,0.34703,0.77626,0.6758,0.55708,0.19178,0.10502,0.67123,519.131557877849
0.81735,0.79909,0.24201,0.73973,0.74429,0.11416,0.32877,0.6621,0.49772,0.07306,0.02283,850.718502815856
0.89954,0.43379,0.32877,0.17808,0.36986,0.0411,0.33333,0.50685,0.20548,0.27854,0.94977,907.155491730376
0.0411,0.90411,0.87215,0.18265,0.71233,0.9863,0.71689,0.39726,0.72146,0.61187,0.72603,1666.50022335068
0.12785,0.45662,0.58447,0.69863,0.12329,0.46575,0.0411,0.75799,0.05023,0.48402,0.18265,1721.14154774283
0.74886,0.9863,0.82648,0.19178,0.05023,0.88584,0.30137,0.72603,0.56164,0.89954,0.66667,1381.17416377468
0.87215,0.51142,0.3516,0.77626,0.71233,0.9589,0.25571,0.76712,0.34247,0.99543,0.71689,1012.30161128589
